experiment	run	tool	lock	version	sensitivity	paired	threads	seconds
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	43	127.259
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	13	26.603
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	1	30.658
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	28	34.472
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	unp	37	88.857
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	31	35.963
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	43	98.321
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	37	72.059
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	4	24.61
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	13	26.117
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	28	30.24
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	19	26.953
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	10	25.614
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	22	27.876
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	25	28.514
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	46	113.871
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	34	53.571
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	48	122.121
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	7	25.133
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	16	26.587
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	1	30.197
results_48	hisat-cleanparse-tt	hisat	tinythreads fast_mutex	Optimized parsing	sensitive	pe	40	82.85
